,Heating,Cooling,Country,File_name,ID
756,3226.8,9861.64,BRA,BRA_RS_Santo.Augusto.869520_INMET,869520
757,21718.82,13364.86,USA,USA_TN_Chattanooga.723240_TMY2,723240
758,85040.95,6221.05,USA,USA_IA_Spencer.Muni.AP.726500_TMY3,726500
759,31888.37,10137.05,USA,USA_PA_Philadelphia.Intl.AP.724080_TMY3,724080
760,6706.66,19762.16,USA,USA_LA_Lake.Charles.Rgnl.AP.722400_TMY,722400
761,29.61,25057.04,BRA,BRA_MG_Belo.Horizonte-Pampulha.AP.835830_TRY.1995,835830
762,0,46592.07,BRA,BRA_AM_Manaus-Gomes.Intl.AP.823320_TRY.1994,823320
763,5.9,26473.53,BRA,BRA_MT_Novo.Mundo.866430_INMET,866430
764,123829.75,2918.33,CAN,CAN_AB_Fort.McMurray.719320_CWEC,719320
765,20946.46,13916.51,USA,USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3,723230
766,8.95,16944.26,BRA,BRA_MG_Buritis.867180_INMET,867180
767,86217.51,3511.26,CAN,CAN_NB_Miramichi.717440_CWEC,717440
768,0,34510.92,BRA,BRA_PI_Gilbues.819860_INMET,819860
769,27048.84,11257.02,USA,USA_AZ_Winslow.Muni.AP.723740_TMY,723740
770,2345.75,23602.97,CHN,CHN_Guangdong.Zhengcheng.592940_CSWD,592940
771,74820.9,7704.33,USA,USA_SD_Sioux.Falls.726510_TMY2,726510
772,88622.11,5368.5,USA,USA_WI_Mosinee-Central.Wisconsin.AP.726465_TMY3,726465
773,84087.91,6433.76,USA,USA_MN_Glenwood.AWOS.726547_TMY3,726547
774,1.13,25268.56,BRA,BRA_BA_Belmonte.867440_INMET,867440
775,9542.56,23516.36,USA,USA_TX_Randolph.AFB.722536_TMY3,722536
776,21453.96,6791.92,ESP,ESP_Albacete.082800_SWEC,82800
777,26118.93,15480.85,USA,USA_OK_Tulsa.723560_TMY2,723560
778,58.04,18196.83,BRA,BRA_MT_Campo.Verde.867070_INMET,867070
779,64786.28,3206.23,USA,USA_MT_Cut.Bank.Muni.AP.727796_TMY3,727796
780,100088.71,812.88,USA,USA_AK_Anchorage.Intl.AP.702730_TMY3,702730
781,86313.58,710.31,USA,USA_AK_Iliamna.AP.703400_TMY3,703400
782,80289.59,3074.1,RUS,RUS_Moscow.276120_IWEC,276120
783,30971.54,12621.99,USA,USA_KY_Louisville-Standiford.Field.724230_TMY3,724230
784,2869.37,11223.09,BRA,BRA_PR_Ivai.869300_INMET,869300
785,1124.79,11538.67,BRA,BRA_SP_Avare.869040_INMET,869040
786,61820.61,4333.12,USA,USA_WI_Sturgeon.Bay-Door.County.AP.726458_TMY3,726458
787,76730.3,1716.42,CAN,CAN_NB_Saint.John.716090_CWEC,716090
788,10159.42,4570.7,USA,USA_CA_Santa.Maria.Public.AP.723940_TMY3,723940
789,81539.48,7121.98,USA,USA_SD_Huron.Rgnl.AP.726540_TMY3,726540
790,25847.08,12334.2,USA,USA_VA_Langley.AFB.745980_TMY3,745980
791,97980.65,3127.84,USA,USA_ME_Caribou.Muni.AP.727120_TMY3,727120
792,66692.82,4749.09,USA,USA_MT_Great.Falls.727755_TMY2,727755
793,39924.05,6032.89,USA,USA_OH_Findlay.AP.725366_TMY3,725366
794,0,51757.5,LKA,LKA_Batticaloa.434360_SWERA,434360
795,49969.67,1163.3,CAN,CAN_NS_Sable.Island.716000_CWEC,716000
796,99635.71,5536.33,USA,USA_MT_Sidney-Richland.Muni.AP.727687_TMY3,727687
797,29847.72,1374.04,USA,USA_WA_Quillayute.727970_TMY2,727970
798,126978.24,543.93,USA,USA_AK_King.Salmon.AP.703260_TMY,703260
799,36970.44,8247.4,USA,USA_PA_Harrisburg-Capital.City.AP.725118_TMY,725118
800,927.58,14038.33,BRA,BRA_Sao.Paulo-Congonhas.837800_SWERA,837800
801,16764.73,14528.84,CHN,CHN_Shanghai.Shanghai.583620_SWERA,583620
802,29301.45,12356.12,USA,USA_VA_Martinsville-Blue.Ridge.AP.745985_TMY3,745985
803,111730.64,3815.55,CAN,CAN_SK_Regina.718630_CWEC,718630
804,90356.22,4592.61,CHN,CHN_Nei.Mongol.Bailingmiao.533520_CSWD,533520
805,0,33020.54,BRA,BRA_MT_Sao.Felix.do.Araguaia.866280_INMET,866280
806,183455.07,912.82,USA,USA_AK_McGrath.AP.702310_TMY,702310
807,52810.8,9474.77,USA,USA_IA_Creston.Muni.AP.725474_TMY3,725474
808,15100.16,17488.53,USA,USA_AR_Stuttgart.AWOS.723416_TMY3,723416
809,55186.01,158.22,CHL,CHL_Punta.Arenas.859340_IWEC,859340
810,25029.89,19330.57,USA,USA_OK_Ponca.City.Muni.AP.723546_TMY3,723546
811,56154.67,4079.88,UKR,UKR_Kiev.333450_IWEC,333450
812,28731.16,11341.18,CHN,CHN_Shaanxi.Xian.570360_CSWD,570360
813,119399.61,4426.77,CHN,CHN_Nei.Mongol.Solon.508340_CSWD,508340
814,64130.67,4481.25,USA,USA_MT_Helena.727720_TMY2,727720
815,185439.24,1298.44,USA,USA_AK_Northway.AP.702910_TMY3,702910
816,108.62,52610.43,MDV,MDV_Gan.Island.435990_SWERA,435990
817,15822.81,15326.13,USA,USA_CA_Visalia.Muni.AWOS.723896_TMY3,723896
818,65317.59,5302.02,CHN,CHN_Nei.Mongol.Otog.Qi.535290_CSWD,535290
819,381.99,30043.01,EGY,EGY_Hurghada.624630_ETMY,624630
820,32839.01,8720.19,USA,USA_NY_Islip-Long.Island.MacArthur.AP.725035_TMY3,725035
821,36175.77,5775.62,ITA,ITA_Torino-Caselle.160590_IGDG,160590
822,0,39876.07,BRA,BRA_PI_Picos.827910_INMET,827910
823,13314.5,17100.23,USA,USA_MS_Meridian-Key.Field.722340_TMY3,722340
824,71310.86,2648.39,USA,USA_MT_Cut.Bank.727796_TMY2,727796
825,52564.72,5580.01,CAN,CAN_BC_Kamloops.718870_CWEC,718870
826,10977.79,15511.25,USA,USA_SC_Charleston.722080_TMY2,722080
827,0,32695.16,BRA,BRA_RO_Ariquemes.819700_INMET,819700
828,31020.82,9759.31,CHN,CHN_Henan.Lushi.570670_CSWD,570670
829,96046.12,2716.93,USA,USA_MN_Silver.Bay.Muni.AP.727556_TMY3,727556
830,33572,3263.87,USA,USA_WA_Tacoma-McChord.AFB.742060_TMY3,742060
831,31242.09,2977.6,ESP,ESP_Avila.082100_SWEC,82100
832,41254.19,7905.28,USA,USA_CO_Montrose.County.AP.724765_TMY3,724765
833,21997.34,2413.25,NZL,NZL_Canterbury-Christchurch.CC.937800_NIWA,937800
834,113361.42,77.38,POL,POL_Sniezka.125100_IMGW,125100
835,0,29123.61,BRA,BRA_MG_Almenara.867430_INMET,867430
836,10225.66,3040.64,USA,USA_CA_San.Francisco.724940_TMY2,724940
837,108734.55,5658.89,CHN,CHN_Nei.Mongol.Erenhot.530680_CSWD,530680
838,0,36923.1,PRI,PRI_Mercedita.AP.785203_TMY3,785203
839,104349.31,411.53,USA,USA_AK_King.Salmon.AP.703260_TMY3,703260
840,51319.57,7004.7,USA,USA_OH_Mansfield.725246_TMY2,725246
841,53524.9,9177.91,USA,USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3,725320
842,119365.38,940.34,USA,USA_AK_Talkeetna.702510_TMY2,702510
843,42214.43,6723.82,USA,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3,727810
844,9516.49,18143.82,USA,USA_MS_Natchez-Hardy.Anders.Field.722357_TMY3,722357
845,6280.9,14410.49,ARG,ARG_Entre.Rios_Gualeguaychu.AP_874970_ArgTMY,874970
846,1.62,44853.23,BRA,BRA_Porto.Nacional.830630_SWERA,830630
847,42829.92,1040.53,CHN,CHN_Yunnan.Deqen.564440_CSWD,564440
848,2849.65,5929.92,BRA,BRA_PR_Curitiba.838420_INMET,838420
849,46384.74,8404.66,CHN,CHN_Shaanxi.Suide.537540_CSWD,537540
850,779.92,6690.68,CHL,CHL_Antofagasta.854420_IWEC,854420
851,6650.74,23359.07,USA,USA_TX_Houston-Ellington.AFB.722436_TMY3,722436
852,63619.17,5764.66,CHN,CHN_Gansu.Yumenzhen.524360_SWERA,524360
853,225.12,37563.44,AUS,AUS_WA.Halls.Creek.Airport.942120_RMY,942120
854,5828.98,21890.99,USA,USA_FL_Ocala.Muni.AWOS.722055_TMY3,722055
855,12789.48,10372.4,USA,USA_CA_Paso.Robles.Muni.AP.723965_TMY3,723965
856,31435.14,7263.04,CHN,CHN_Gansu.Tianshui.570060_CSWD,570060
857,786.18,40442.92,IND,IND_Jodhpur.423390_ISHRAE,423390
858,8080.25,17466.31,USA,USA_CA_Bakersfield-Meadows.Field.723840_TMY3,723840
859,3071.05,27325.93,ARG,ARG_Chaco_Saenz.Pena.AP_871490_ArgTMY,871490
860,0,23770.29,BRA,BRA_BA_Irece.AP.866350_INMET,866350
861,4517.34,11277.73,ITA,ITA_Cozzo.Spadaro.164800_IGDG,164800
862,274327.18,18.54,USA,USA_AK_Barrow-W.Post-W.Rogers.AP.700260_TMY3,700260
863,106399.19,5970.16,USA,USA_MN_Hallock.727478_TMY3,727478
864,35125.03,10231.14,USA,USA_NJ_Trenton-Mercer.County.AP.724095_TMY3,724095
865,1730.7,11943.33,ZWE,ZWE_Harare.677750_IWEC,677750
866,87.6,23060.02,BRA,BRA_GO_Itapaci.866890_INMET,866890
867,67979.56,4279.63,USA,USA_WY_Evanston-Uinta.County.AP-Burns.Field.725775_TMY3,725775
868,30738.62,12134.2,USA,USA_KY_Bowling.Green-Warren.County.AP.746716_TMY3,746716
869,41919.66,7659.14,CHN,CHN_Shanxi.Taiyuan.537720_CSWD,537720
870,9282.66,3945.93,USA,USA_CA_Salinas.Muni.AP.724917_TMY3,724917
871,0,35811.79,BRA,BRA_PA_Paragominas.817450_INMET,817450
872,17224.71,4774.42,AUS,AUS_VIC.Ballarat.Aerodrome.948520_RMY,948520
873,35978.05,8168.14,IRN,IRN_Tabriz.407060_ITMY,407060
874,4510.84,16691.09,CYP,CYP_Larnaca.176090_IWEC,176090
875,9171.39,9970.72,GRC,GRC_Andravida.166820_IWEC,166820
876,72703.87,3558.57,USA,USA_CO_Gunnison.County.AWOS.724677_TMY3,724677
877,35274.89,8299.91,USA,USA_NJ_Newark.725020_TMY2,725020
878,21752.84,3212.45,USA,USA_WA_Tacoma.Narrows.AP.727938_TMY3,727938
879,52161.89,4857.54,USA,USA_PA_Erie.Intl.AP.725260_TMY,725260
880,15652.73,17764.82,USA,USA_NM_Carlsbad.Cavern.City.Air.Terminal.722687_TMY3,722687
881,36230.96,6457.25,USA,USA_CT_New.Haven-Tweed.AP.725045_TMY3,725045
882,891.22,14507.62,BRA,BRA_PR_Nova.Tebas.869190_INMET,869190
883,80578.61,5335.45,USA,USA_WI_Phillips-Price.County.AP.726468_TMY3,726468
884,298.01,11592.48,BRA,BRA_MG_Capelinha.867610_INMET,867610
885,5847.58,20479.59,CHN,CHN_Fujian.Shanghang.589180_CSWD,589180
886,66073.76,6131.29,USA,USA_WI_Madison.726410_TMY2,726410
887,11638.63,9181.94,ESP,ESP_Caceres.082610_SWEC,82610
888,30352.05,911.24,GBR,GBR_Hemsby.034960_IWEC,34960
889,62647.83,4260.8,USA,USA_CO_Hayden-Yampa.AWOS.725715_TMY3,725715
890,0,43715.66,SGP,SGP_Singapore.486980_IWEC,486980
891,63487.6,5314.85,USA,USA_MI_Cadillac-Wexford.County.AP.726384_TMY3,726384
892,7346.96,2420.96,COL,COL_Bogota.802220_IWEC,802220
893,1.01,28230.25,BRA,BRA_BA_Brumado.866960_INMET,866960
894,3570.91,18218.29,CHN,CHN_Fujian.Congwu.591330_CSWD,591330
895,76340.81,84.09,ISL,ISL_Reykjavik.040300_IWEC,40300
896,13819.36,14126.38,USA,USA_AL_Anniston.Metro.AP.722287_TMY3,722287
897,53709.67,6250.22,USA,USA_ID_Pocatello.Muni.AP.725780_TMY3,725780
898,78221.3,3875.83,CAN,CAN_ON_Mount.Forest.716310_CWEC,716310
899,34934.74,11576.86,USA,USA_MO_Springfield.724400_TMY2,724400
900,3524.22,20869.62,CHN,CHN_Fujian.Xiamen.591340_CSWD,591340
901,20934.11,13174.45,USA,USA_TN_Jackson-McKellar.Sipes.Rgnl.AP.723346_TMY3,723346
902,29298.53,3280.78,FRA,FRA_Paris.Orly.071490_IWEC,71490
903,304.11,20141.28,BRA,BRA_MT_Comodoro.866610_INMET,866610
904,28553.64,2570.19,USA,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY,727930
905,80953.22,1357.23,USA,USA_AK_Birchwood.702746_TMY3,702746
906,0,28407.5,BRA,BRA_PE_Palmares.819570_INMET,819570
907,21331.41,6222.8,ESP,ESP_Huesca.080940_SWEC,80940
908,4398.03,12411.05,BRA,BRA_RS_Sao.Gabriel.869840_INMET,869840
909,17057.63,14189.21,CHN,CHN_Shanghai.Shanghai.583670_IWEC,583670
910,14896.2,17648.93,CHN,CHN_Jiangxi.Jingdezhen.585270_CSWD,585270
911,6921.94,24279.47,USA,USA_TX_San.Antonio.Intl.AP.722530_TMY3,722530
912,11756.83,17333.17,USA,USA_TX_El.Paso.722700_TMY2,722700
913,47147.35,7522.83,USA,USA_MI_Detroit-City.AP.725375_TMY,725375
914,9524.86,8742.02,CZ04RV2.htm,CZ04RV2,724945
915,85634.67,5120.18,USA,USA_WI_Minocqua-Woodruff-Lee.Field.726404_TMY3,726404
916,66739.27,4691.64,USA,USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY,726387
917,796.65,27080.55,USA,USA_FL_West.Palm.Beach.722030_TMY2,722030
918,38289.97,3135.04,DEU,DEU_Frankfurt.am.Main.106370_IWEC,106370
919,40822.07,505.74,CAN,CAN_BC_Sandspit.711010_CWEC,711010
920,37136.91,8371.07,ROU,ROU_Craiova.154500_IWEC,154500
921,24815.54,12013.95,USA,USA_KY_Louisville-Bowman.Field.724235_TMY3,724235
922,63672.2,4689.67,CAN,CAN_ON_Simcoe.715270_CWEC,715270
923,8707.2,5556.91,USA,USA_CA_San.Luis.Obispo.AP.722897_TMY3,722897
924,48362.57,9607.41,USA,USA_PA_Harrisburg.Intl.AP.725115_TMY3,725115
925,60342.02,5639.33,USA,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY,725290
926,105984.77,3678.68,CHN,CHN_Heilongjiang.Suifenhe.540960_CSWD,540960
927,2695.37,7318.58,USA,USA_CA_Santa.Monica.Muni.AP.722885_TMY3,722885
928,40511.63,9645.59,USA,USA_UT_Salt.Lake.City.Intl.AP.725720_TMY,725720
929,1088.8,13408.75,BRA,BRA_SP_Sorocaba.838510_INMET,838510
930,5457.97,19722,USA,USA_LA_New.Orleans.Intl.AP.722310_TMY,722310
931,680.87,23806.44,AUS,AUS_QLD.Rockhampton.Aero.943740_RMY,943740
932,58122.51,8415.07,CHN,CHN_Kinjiang.Uygur.Yining.514310_SWERA,514310
933,13113,14942.7,USA,USA_NC_Elizabeth.City.CGAS.746943_TMY3,746943
934,0,30474.07,BRA,BRA_BA_Bom.Jesus.da.Lapa.AP.866720_INMET,866720
935,46876.31,4924.52,USA,USA_WA_Spokane.Intl.AP.727850_TMY3,727850
936,15013.67,16037.52,USA,USA_SC_Columbia.Metro.AP.723100_TMY,723100
937,99094.29,3098.08,CAN,CAN_ON_North.Bay.717310_CWEC,717310
938,41929.95,7809.19,ROU,ROU_Bucharest.154200_IWEC,154200
939,102484.96,5359.35,CHN,CHN_Heilongjiang.Mudanjiang.540940_CSWD,540940
940,10128.84,10181.09,ITA,ITA_Taranto.163250_IGDG,163250
941,34166.46,2356.25,NLD,NLD_Beek.063800_IWEC,63800
942,41510.3,5629.78,USA,USA_MA_Boston-Logan.725090_TMY2,725090
943,23491.18,12423.78,USA,USA_GA_Marietta-Dobbins.AFB.722270_TMY3,722270
944,462.5,16963.27,BRA,BRA_MG_Carangola.868230_INMET,868230
945,62457.2,9424.4,USA,USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY,725570
946,9301.78,14912.58,USA,USA_CA_March.AFB.722860_TMY3,722860
947,32414.47,5704.67,CHN,CHN_Shandong.Chengshantou.547760_CSWD,547760
948,12815.1,16488.58,USA,USA_GA_Macon.722170_TMY2,722170
949,60730.76,2420.89,CAN,CAN_NS_Shearwater.716010_CWEC,716010
950,986.17,28064.9,MAC,MAC_Macau.450110_IWEC,450110
951,5929.82,17756.84,AUS,AUS_NSW.Moree.Aero.955270_RMY,955270
952,16.83,31344.4,HND,HND_Catacamas.787140_SWERA,787140
953,0,36218.37,BRA,BRA_TO_Pedro.Afonso.819410_INMET,819410
954,36107.49,7509.18,CHN,CHN_Gansu.Lanzhou.528890_SWERA,528890
955,219.15,21097.86,BRA,BRA_SP_Presidente.Prudente.837160_INMET,837160
956,7318.84,3223.38,USA,USA_CA_San.Francisco.Intl.AP.724940_TMY3,724940
957,57882.27,9068.81,USA,USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY,725520
958,186107.78,432.33,CAN,CAN_PQ_Kuujuaq.719060_CWEC,719060
959,10803.83,11300.42,CHN,CHN_Sichuan.Leshan.563860_CSWD,563860
960,70332.83,946.35,USA,USA_AK_Hoonah.702607_TMY3,702607
961,13668.2,16569.79,CHN,CHN_Jiangxi.Yushan.586340_CSWD,586340
962,50397.53,8285.76,CHN,CHN_Xinjiang.Uygur.Aksu.516280_CSWD,516280
963,14501.52,17739.41,CHN,CHN_Hunan.Zhuzhou.577800_CSWD,577800
964,39038.76,6260.36,USA,USA_CO_Colorado.Springs-Peterson.Field.724660_TMY,724660
965,66195.35,4639.09,CAN,CAN_ON_Toronto.716240_CWEC,716240
966,97105,2544.96,CHN,CHN_Hebei.Zhangbei.533990_CSWD,533990
967,43.2,23368.94,BRA,BRA_RO_Vilhena.866420_INMET,866420
968,7076.88,5991,USA,USA_CA_Hayward.Air.Terminal.724935_TMY3,724935
969,17709.01,3513.76,AUS,AUS_SA.Mt.Lofty.946780_RMY,946780
970,1520.93,29006.67,USA,USA_FL_Fort.Lauderdale.Executive.AP.722039_TMY3,722039
971,618.31,15221.18,ETH,ETH_Combolcha.633330_SWERA,633330
972,3064.49,12790.31,BRA,BRA_SC_Sao.Miguel.do.Oeste.AP.869370_INMET,869370
973,0,28844.15,BRA,BRA_GO_Monte.Alegre.de.Goias.866700_INMET,866700
974,102368.89,2161.44,CAN,CAN_PQ_Mont.Joli.717180_CWEC,717180
975,9.96,41256.92,NIC,NIC_Rivas.787330_SWERA,787330
976,11264.03,2820.46,USA,USA_CA_Lompoc.AWOS.722895_TMY3,722895
977,18446.59,16000.89,USA,USA_TN_Memphis.Intl.AP.723340_TMY,723340
978,361.35,17970.02,BRA,BRA_SP_Ibitinga.868430_INMET,868430
979,6685.33,7931.95,CHN,CHN_Yunnan.Chuxiong.567680_CSWD,567680
980,5378.91,11950.05,BRA,BRA_RS_Santiago.869760_INMET,869760
981,10594.49,19582.01,USA,USA_LA_Alexandria-Esler.Rgnl.AP.722487_TMY3,722487
982,12812.79,15965,USA,USA_CA_Fresno.723890_TMY2,723890
983,21761.99,13296.52,USA,USA_NC_Fayetteville.Muni.AP.723035_TMY3,723035
984,11235.88,2350.71,NZL,NZL_Manawatu-Paraparaumu.MW.934200_NIWA,934200
985,48558.84,3772.39,SVK,SVK_Kosice.119680_IWEC,119680
986,1065.3,22074.82,BRA,BRA_MS_Juti.868590_INMET,868590
987,39504.82,10164.76,CHN,CHN_Shandong.Weifang.548430_CSWD,548430
988,50002.33,10290.74,USA,USA_IL_Springfield.724390_TMY2,724390
989,68054.31,3734.81,USA,USA_UT_Bryce.Canyon.AP.724756_TMY,724756
990,0,37236.26,BRA,BRA_AM_Autazes.817320_INMET,817320
991,0,45580.28,IND,IND_Vishakhapatnam.431500_ISHRAE,431500
992,51670,9723.59,USA,USA_NE_Falls.City-Brenner.Field.725533_TMY3,725533
993,0,46883.98,IND,IND_Kurnool.432130_ISHRAE,432130
994,18534.91,13245.03,USA,USA_VA_Norfolk.Intl.AP.723080_TMY3,723080
995,0,29140.2,BRA,BRA_Rio.de.Janeiro-Santos.Dumont.837550_SWERA,837550
996,12405.66,3923.39,USA,USA_CA_Santa.Maria.723940_TMY2,723940
997,17167.5,14372.96,CHN,CHN_Hubei.Yichang.574610_CSWD,574610
998,14554.24,8280.91,CZ02RV2.htm,CZ02RV2,C00000
999,0,42349.25,BRA,BRA_Jacareacanga.826400_SWERA,826400
1000,60213.17,1154.24,SWE,SWE_Goteborg.Landvetter.025260_IWEC,25260
1001,60312.9,6672.09,USA,USA_IL_Rockford.725430_TMY2,725430
1002,9330.05,21324.9,CHN,CHN_Jiangxi.Ganzhou.579930_CSWD,579930
1003,43270.52,1937.22,POL,POL_Kolobrzeg.121000_IWEC,121000
1004,8431.56,4253.37,ESP,ESP_Santander.080230_IWEC,80230
1005,68781.93,6979.87,CHN,CHN_Liaoning.Xinmin.543330_CSWD,543330
1006,88806.57,4761.15,USA,USA_MN_Grand.Rapids.AWOS.727458_TMY3,727458
1007,4074.69,29005.38,USA,USA_AZ_Phoenix-Deer.Valley.AP.722784_TMY3,722784
1008,107286.12,2583.49,CHN,CHN_Nei.Mongol.Huade.533910_CSWD,533910
1009,65493.92,4202.73,USA,USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3,725744
1010,0.33,40560.21,HND,HND_Tela.787060_SWERA,787060
1011,2769.02,11345.18,BRA,BRA_SC_Ararangua.869710_INMET,869710
1012,334.97,14549.41,BRA,BRA_SP_Casa.Branca.868440_INMET,868440
1013,39388.45,6571.64,USA,USA_CT_Bridgeport.725040_TMY2,725040
1014,428.61,34004.02,VNM,VNM_Hanoi.488200_IWEC,488200
1015,63505.33,4734.79,USA,USA_MT_Helena.Rgnl.AP.727720_TMY,727720
1016,1465.85,7365.17,ETH,ETH_Debre.Marcos.633340_SWERA,633340
1017,41264.35,1921.26,POL,POL_Swinoujscie.122000_IMGW,122000
1018,41207.4,7602.72,USA,USA_OH_Columbus.724280_TMY2,724280
1019,96869.94,2728.18,USA,USA_ME_Edmundston-Northern.Aroostook.Rgnl.AP.726083_TMY3,726083
1020,11826.61,7254.74,USA,USA_CA_Santa.Rosa.AWOS.724957_TMY3,724957
1021,47580.76,913.37,POL,POL_Ustka.121150_IMGW,121150
1022,37789.99,8291.95,USA,USA_UT_Cedar.City.Muni.AP.724755_TMY,724755
1023,23463.47,4469.75,USA,USA_OR_Portland.726980_TMY2,726980
1024,53926.22,5137.46,USA,USA_MA_Worcester.725095_TMY2,725095
1025,34220.28,8547.79,USA,USA_MO_Rolla.National.AP.724456_TMY3,724456
1026,37784.09,6555.87,USA,USA_WV_Beckley-Raleigh.County.Mem.AP.724120_TMY3,724120
1027,24928.58,1941.04,ESP,ESP_Lugo.080080_SWEC,80080
1028,6255.51,8158.45,AUS,AUS_NSW.Nowra.RAN.Air.Station.947500_RMY,947500
1029,192452.06,1303.41,USA,USA_AK_Bettles.Field.701740_TMY3,701740
1030,12986.67,2847.31,ESP,ESP_Bilbao.08250_SWEC,8250
1031,5823.6,21336.64,CHN,CHN_Guangdong.Shaoguan.590820_CSWD,590820
1032,3037.02,11982.29,CHN,CHN_Yunnan.Mengzi.569850_CSWD,569850
1033,46594.49,7552.97,USA,USA_UT_Vernal.AP.725705_TMY3,725705
1034,18129.98,16686.37,USA,USA_AR_Hot.Springs.Mem.AP.723415_TMY3,723415
1035,18949.22,16468.36,CHN,CHN_Hubei.Macheng.573990_CSWD,573990
1036,5254.34,5301.46,USA,USA_CA_Point.Mugu.NAS.723910_TMY3,723910
1037,39082.34,9311.53,USA,USA_UT_Delta.Muni.AP.724795_TMY3,724795
1038,49880.03,4740.07,USA,USA_ME_Wiscasset.AP.727135_TMY3,727135
1039,21815.53,13369.08,USA,USA_CA_Bishop.AP.724800_TMY3,724800
1040,0,37400.51,PRI,PRI_San.Juan.785260_TMY2,785260
1041,46713.12,7935.9,USA,USA_NE_Ainsworth.Muni.AP.725556_TMY3,725556
1042,96582.68,5463.28,USA,USA_ND_Dickinson.Muni.AP.727645_TMY3,727645
1043,1.3,25828.66,USA,USA_HI_Honolulu.Intl.AP.911820_TMY,911820
1044,4621.41,4093.67,BRA,BRA_SP_Campos.do.Jordao.868720_INMET,868720
1045,25974,12567.99,USA,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3,724050
1046,4654,22991.96,CHN,CHN_Guangxi.Zhuang.Wuzhou.592650_CSWD,592650
1047,8505.55,6744.99,CHN,CHN_Yunnan.Kunming.567780_CSWD,567780
1048,19.78,26174.23,BRA,BRA_ES_Vitoria-Salles.AP.836490_TRY.1962,836490
1049,36586.69,8726.18,USA,USA_UT_Salt.Lake.City.725720_TMY2,725720
1050,13315.79,20958.21,USA,USA_TX_Draughon-Miller.Central.Texas.AP.722577_TMY3,722577
1051,34666.01,8369.59,USA,USA_NJ_Atlantic.City.724070_TMY2,724070
1052,2789.58,22585.78,USA,USA_FL_Fort.Pierce-St.Lucie.County.AP.722103_TMY3,722103
1053,51506.3,6827.27,USA,USA_IN_Fort.Wayne.Intl.AP.725330_TMY,725330
1054,41643.88,7584.06,USA,USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3,725170
1055,25187.92,7956.22,USA,USA_NC_Asheville.Rgnl.AP.723150_TMY,723150
1056,0,43047.02,AUS,AUS_QLD.Weipa.Aero.941700_RMY,941700
1057,27122.7,4626,USA,USA_OR_Salem.726940_TMY2,726940
1058,4102.02,6217.56,BRA,BRA_PR_Castro.869210_INMET,869210
1059,40223.49,2935.62,DEU,DEU_Berlin.103840_IWEC,103840
1060,4217.88,7934.43,BRA,BRA_RS_Erechim.869540_INMET,869540
1061,53088.75,6719.53,USA,USA_OH_Toledo.Express.AP.725360_TMY,725360
1062,23587.24,3767.24,ESP,ESP_Pamplona.080850_SWEC,-
1063,61212.16,6267.6,USA,USA_MI_Lansing.725390_TMY2,725390
1064,0,30803.02,BRA,BRA_AL_Maceio-Palmares.Intl.AP.829930_TRY.1962,829930
1065,52727.47,2266.51,CZE,CZE_Prague.115180_IWEC,115180
1066,37915.97,8743.97,USA,USA_PA_Harrisburg.725115_TMY2,725115
1067,1480.08,38742.88,IND,IND_New.Delhi.421820_ISHRAE,421820
1068,89239.25,5272.84,USA,USA_MN_Saint.Cloud.726550_TMY2,726550
1069,9188.29,12805.8,USA,USA_CA_Modesto.Muni.AP.724926_TMY3,724926
1070,0,34880.19,BRA,BRA_BA_Barra.AP.866340_INMET,866340
1071,18276.61,11996.04,CHN,CHN_Jiangsu.Lusi.582650_CSWD,582650
1072,82074.63,413.59,USA,USA_AK_Juneau.Intl.AP.703810_TMY,703810
1073,75045.79,113.96,CHN,CHN_Tibet.Pagri.557730_SWERA,557730
1074,57423.28,8067.42,USA,USA_NE_Alliance.Muni.AP.725635_TMY3,725635
1075,61903.41,3982.98,USA,USA_NY_Binghamton.725150_TMY2,725150
1076,75793.41,3415.6,USA,USA_NH_Berlin.Muni.AP.726160_TMY3,726160
1077,13835.82,9936.56,CHN,CHN_Guizhou.Guiyang.578160_SWERA,578160
1078,0,35432.04,BRA,BRA_CE_Crateus.818300_INMET,818300
1079,20989.22,5088.75,USA,USA_OR_Portland.Intl.AP.726980_TMY3,726980
1080,21470.05,10585.52,USA,USA_VA_Charlottesville-Albemarle.County.AP.724016_TMY3,724016
1081,36403.29,2689.88,ESP,ESP_Burgos.080750_SWEC,80750
1082,2.94,36117.05,CUB,CUB_Bahia.Honda.783180_SWERA,783180
1083,38245.47,8674.76,USA,USA_WA_Ephrata.Muni.AP.727826_TMY3,727826
1084,24798.49,10872.8,USA,USA_NM_Albuquerque.723650_TMY2,723650
